Atom count,Canonical SMILES,Connection IDs,Enriched SMILES,Coordination environment
30,CC1(C)CN=C(C2=NCC(C)(C)O2)O1,"[4, 7]",CC1(C)CN2->[Ir]<-N3=C(OC(C)(C)C3)C=2O1,"['N([C])([C])', 'N([C])([C])']"
30,C1=NC(c2ccccn2)CN=C1c1ccncc1,"[1, 8]",C1=N2->[Ir]<-n3ccccc3C2CN=C1c1ccncc1,"['N([C])([C])', 'N([C])([C])']"
30,CN1CCNCC1c1ccc(N)cn1,"[1, 13]",CN12->[Ir]<-n3cc(N)ccc3C1CNCC2,"['N([C])([C])', 'N([C])([C])([C])']"
30,N=C1N=C(c2ccccc2)OC1=Nc1ccccc1,"[0, 12]",c1ccc(-c2nc3c(o2)=N(c2ccccc2)->[Ir]<-N=3)cc1,"['N([C])', 'N([C])([C])']"
30,N=Cc1ccccc1-n1c(N)nc2ccccc21,"[0, 8]",Nc1nc2ccccc2n12->[Ir]<-N=Cc1ccccc1-2,"['N([C])', 'N([C])([C])([C])']"
30,OC(NCc1ccccn1)c1ccccc1,"[2, 9]",OC(c1ccccc1)N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
30,C=CCN1CNC=C1N1[C]Sc2ccccc21,"[3, 9]",C=CCN12->[Ir]<-[Be]=C3Sc4ccccc4N3C1=CNC2,"['Be([C])', 'N([C])([C])([C])']"
30,Cc1ccc(C=NCc2ccccc2)nc1,"[6, 14]",Cc1ccc2n(->[Ir]<-N(Cc3ccccc3)=C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,CCN1CC(N)(C=N)Sc2ccccc21,"[5, 7]",CCN1CC2(C=N->[Ir]<-N2)Sc2ccccc21,"['N([C])', 'N([C])']"
30,CC(C)(CN)N(CC(=O)O)CC(=O)O,"[4, 5]",CC1(C)CN->[Ir]<-N1(CC(=O)O)CC(=O)O,"['N([C])', 'N([C])([C])([C])']"
30,CC(Br)c1nn(Cc2ccccn2)cc1C(=O)O,"[5, 12]",CC(Br)c1nn2(->[Ir]<-n3ccccc3C2)cc1C(=O)O,"['N([C])([C])', 'N([N])([C])([C])']"
30,Cc1ccccc1Sc1cncc(C)c1N,"[7, 15]",Cc1ccccc1S1->[Ir]<-Nc2c(C)cncc21,"['N([C])', 'S([C])([C])']"
30,Cc1ccc(-c2nccc(O)c2C)nc1C,"[6, 13]",Cc1ccc2n(->[Ir]<-n3ccc(O)c(C)c3-2)c1C,"['N([C])([C])', 'N([C])([C])']"
30,CC(=O)c1cccc(C2(C)C=CC=CN2)n1,"[14, 15]",CC(=O)c1cccc2n1->[Ir]<-N1C=CC=CC21C,"['N([C])([C])', 'N([C])([C])']"
30,CC(C)C1=CC=CNC1[SH]=CNN,"[9, 12]",CC(C)C1=CC=CNC1[SH]1->[Ir]<-NNC=1,"['N([N])', 'S([C])([C])']"
30,ON=C(C(=NO)c1ccccc1)c1ccccc1,"[1, 4]",ON1->[Ir]<-N(O)=C(c2ccccc2)C=1c1ccccc1,"['N([O])([C])', 'N([O])([C])']"
30,Cc1cccc(N=Cc2ncccc2C)c1,"[6, 9]",Cc1cccc(N2->[Ir]<-n3cccc(C)c3C=2)c1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1cccc(CNC(N)CN)c1,"[7, 11]",Cc1cccc(CN2->[Ir]<-NCC2N)c1,"['N([C])', 'N([C])([C])']"
30,Cc1nn(NCCC=NO)c(C)c1C,"[3, 8]",Cc1nn2(->[Ir]<-N(O)=CCCN2)c(C)c1C,"['N([N])([C])([N])', 'N([O])([C])']"
30,Cc1ccc(C=Nc2cccc(C(=O)O)c2)nc1,"[6, 16]",Cc1ccc2n(->[Ir]<-N(c3cccc(C(=O)O)c3)=C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,O=C(NNCc1ccccn1)c1ccc[nH]c1=O,"[3, 10]",O=C(NN1->[Ir]<-n2ccccc2C1)c1ccc[nH]c1=O,"['N([C])([C])', 'N([N])([C])']"
30,Cc1ccn(-c2ccc(-c3ccn(C)n3)nn2)n1,"[16, 17]",Cc1ccn2n1->[Ir]<-n1nc(-c3ccn(C)n3)ccc1-2,"['N([N])([C])', 'N([N])([C])']"
30,CC1=CN=CC(=N)C1=Nc1cccc(CO)c1,"[6, 8]",Cc1cncc2c1=N(c1cccc(CO)c1)->[Ir]<-N=2,"['N([C])', 'N([C])([C])']"
30,C=C(NCc1ccccn1)c1ccccc1,"[2, 9]",C=C(c1ccccc1)N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1ccc(Nc2ncccc2O)c(C)c1,"[5, 12]",Cc1ccc(N2->[Ir]<-Oc3cccnc32)c(C)c1,"['N([C])([C])', 'O([C])']"
30,CC(Nc1ccncc1N)c1ccncc1,"[2, 9]",CC(c1ccncc1)N1->[Ir]<-Nc2cnccc21,"['N([C])', 'N([C])([C])']"
30,CN=CC1CCC(C)CC1=NC,"[1, 10]",CC1CCC2C=N(C)->[Ir]<-N(C)=C2C1,"['N([C])([C])', 'N([C])([C])']"
30,CN(C)CCSCc1ccccc1,"[1, 5]",CN1(C)->[Ir]<-S(Cc2ccccc2)CC1,"['N([C])([C])([C])', 'S([C])([C])']"
30,CCOC(=O)C(C)Nc1ccncc1N,"[7, 14]",CCOC(=O)C(C)N1->[Ir]<-Nc2cnccc21,"['N([C])', 'N([C])([C])']"
30,NCC1(Oc2cnccc2N)C=CC=NC1,"[0, 10]",C1=CC2(CN=C1)CN->[Ir]<-Nc1ccncc1O2,"['N([C])', 'N([C])']"
30,Cc1ccnc(C=NCc2ccccc2)c1,"[4, 7]",Cc1ccn2->[Ir]<-N(Cc3ccccc3)=Cc2c1,"['N([C])([C])', 'N([C])([C])']"
30,NC1(c2cc(Br)ccn2)C=c2ccccc2=NC1,"[0, 8]",Brc1ccn2->[Ir]<-NC3(C=c4ccccc4=NC3)c2c1,"['N([C])', 'N([C])([C])']"
30,Clc1cccc(-c2cnn(Nc3ccccn3)c2)c1,"[9, 16]",Clc1cccc(-c2cnn3(->[Ir]<-n4ccccc4N3)c2)c1,"['N([C])([C])', 'N([N])([C])([N])']"
30,Clc1ccccc1C1CNC(c2ccccn2)=N1,"[16, 17]",Clc1ccccc1C1CNC2=N1->[Ir]<-n1ccccc12,"['N([C])([C])', 'N([C])([C])']"
30,Nc1ccncc1NCc1ccccc1[N+](=O)[O-],"[0, 7]",O=[N+]([O-])c1ccccc1CN1->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
30,CN(C)C1C=CC=CC12C=CC=CN2,"[1, 13]",CN1(C)->[Ir]<-N2C=CC=CC23C=CC=CC31,"['N([C])([C])', 'N([C])([C])([C])']"
30,Cc1cc(O)c(C)c(N=Nc2ccccn2)c1,"[8, 15]",Cc1cc(O)c(C)c(N2->[Ir]<-n3ccccc3N=2)c1,"['N([C])([C])', 'N([C])([N])']"
30,Cc1ccc(CSC(C)(C)C)nc1,"[6, 11]",Cc1ccc2n(->[Ir]<-S(C(C)(C)C)C2)c1,"['N([C])([C])', 'S([C])([C])']"
30,Brc1c(-c2ccccc2)ccnc1-c1ccccn1,"[11, 18]",Brc1c(-c2ccccc2)ccn2->[Ir]<-n3ccccc3-c12,"['N([C])([C])', 'N([C])([C])']"
30,COP(OC)c1ccccc1N(C)C,"[2, 11]",COP1(OC)->[Ir]<-N(C)(C)c2ccccc21,"['N([C])([C])([C])', 'P([O])([O])([C])']"
30,CCOP(=O)(OCC)C1(Cl)C=NC=CC1=N,"[4, 15]",CCOP1(OCC)=O->[Ir]<-N=C2C=CN=CC21Cl,"['N([C])', 'O([P])']"
30,Nc1cccnc1Sc1c[o+]nn1-c1ccccc1,"[0, 12]",c1ccc(-n23->[Ir]<-Nc4cccnc4Sc2c[o+]n3)cc1,"['N([C])', 'N([C])([C])([N])']"
30,Clc1ccc(-c2cnn(Nc3ccccn3)c2)cc1,"[8, 15]",Clc1ccc(-c2cnn3(->[Ir]<-n4ccccc4N3)c2)cc1,"['N([C])([C])', 'N([N])([C])([N])']"
30,CCOP(c1ccccc1)c1ccnn1N,"[3, 15]",CCOP1(c2ccccc2)->[Ir]<-Nn2nccc21,"['N([N])', 'P([O])([C])([C])']"
30,CC(C)N=C1Cc2ccccc2C1N,"[3, 13]",CC(C)N1->[Ir]<-NC2C=1Cc1ccccc12,"['N([C])', 'N([C])([C])']"
30,Brc1ccc(-c2cnn(Nc3ccccn3)c2)cc1,"[8, 15]",Brc1ccc(-c2cnn3(->[Ir]<-n4ccccc4N3)c2)cc1,"['N([C])([C])', 'N([N])([C])([N])']"
30,CC(C)[S+]([O-])CC[S+]([O-])C(C)C,"[3, 7]",CC(C)[S+]1([O-])->[Ir]<-[S+]([O-])(C(C)C)CC1,"['S([C])([O])([C])', 'S([O])([C])([C])']"
30,C=CCn1c(-c2cnccn2)nc2ccccc21,"[10, 11]",C=CCn1c2n(->[Ir]<-n3ccncc3-2)c2ccccc21,"['N([C])([C])', 'N([C])([C])']"
30,COc1ccc(C=Nc2ccccc2N)nc1,"[7, 15]",COc1ccc2n(->[Ir]<-N(c3ccccc3N)=C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,C=CC(=O)OC1(C(=O)OCC)C=CC=CC1,"[3, 7]",C=CC1=O->[Ir]<-O=C(OCC)C2(C=CC=CC2)O1,"['O([C])', 'O([C])']"
30,COc1ccc(N=Nc2ccccn2)c(C(F)(F)F)c1,"[6, 13]",COc1ccc(N2->[Ir]<-n3ccccc3N=2)c(C(F)(F)F)c1,"['N([C])([C])', 'N([C])([N])']"
30,CC(C)(C)NC1(C=N)C=CC=NC1,"[4, 7]",CC(C)(C)N1->[Ir]<-N=CC12C=CC=NC2,"['N([C])', 'N([C])([C])']"
30,CC(C)Cn1cncc1-c1ccccn1,"[4, 14]",CC(C)Cn12->[Ir]<-n3ccccc3-c1cnc2,"['N([C])([C])', 'N([C])([C])([C])']"
30,Clc1ccccc1N1CCN=C1c1ccccn1,"[10, 17]",Clc1ccccc1N1CCN2->[Ir]<-n3ccccc3C=21,"['N([C])([C])', 'N([C])([C])']"
30,CN(CC(=O)O)C1(CN)CCNC1,"[1, 8]",CN1(CC(=O)O)->[Ir]<-NCC12CCNC2,"['N([C])', 'N([C])([C])([C])']"
30,C(=Nc1ccccn1)Nc1ccc2cccnc2n1,"[1, 18]",C1=N(c2ccccn2)->[Ir]<-n2c(ccc3cccnc32)N1,"['N([C])([C])', 'N([C])([C])']"
30,c1ccc(C2CNC(c3ccccn3)=N2)cc1,"[13, 14]",c1ccc(C2CNC3=N2->[Ir]<-n2ccccc23)cc1,"['N([C])([C])', 'N([C])([C])']"
30,NC(=O)c1cccc(NCc2ccccn2)c1,"[8, 15]",NC(=O)c1cccc(N2->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1cc(C)nc(C=Nc2ccccc2)c1,"[5, 8]",Cc1cc(C)n2->[Ir]<-N(c3ccccc3)=Cc2c1,"['N([C])([C])', 'N([C])([C])']"
30,Clc1ccc2ccc(-c3nc4ccccc4[nH]3)nc2c1,"[9, 17]",Clc1ccc2ccc3n(->[Ir]<-n4c-3[nH]c3ccccc34)c2c1,"['N([C])([C])', 'N([C])([C])']"
30,CC(C)P(=O)(CC(O)Cl)C(C)C,"[4, 7]",CC(C)P1(C(C)C)=O->[Ir]<-OC(Cl)C1,"['O([C])', 'O([P])']"
30,NC(=O)c1ccc(NCc2ccccn2)cc1,"[7, 14]",NC(=O)c1ccc(N2->[Ir]<-n3ccccc3C2)cc1,"['N([C])([C])', 'N([C])([C])']"
30,CN(C)CCN=Cc1cccc(O)c1,"[1, 5]",CN1(C)->[Ir]<-N(=Cc2cccc(O)c2)CC1,"['N([C])([C])', 'N([C])([C])([C])']"
30,COC(C)c1ccnc(-c2ccccn2)c1,"[7, 14]",COC(C)c1ccn2->[Ir]<-n3ccccc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
30,N=CC1(NC(=O)c2ccccc2)C=CC=NC1,"[0, 3]",O=C(c1ccccc1)N1->[Ir]<-N=CC12C=CC=NC2,"['N([C])', 'N([C])([C])']"
30,N=CC1(c2ncc(N)[nH]2)CN=c2ccccc2=N1,"[0, 8]",Nc1cnc2[nH]1->[Ir]<-N=CC21CN=c2ccccc2=N1,"['N([C])', 'N([C])([C])']"
30,CN(C)C(C)(C)c1cnccc1N,"[1, 12]",CC1(C)c2cnccc2N->[Ir]<-N1(C)C,"['N([C])', 'N([C])([C])([C])']"
30,COc1ccc(C=Nc2cnccc2N)cc1,"[7, 14]",COc1ccc(C=N2->[Ir]<-Nc3ccncc32)cc1,"['N([C])', 'N([C])([C])']"
30,Nc1ccc(-c2cc(-c3ccccn3)n[nH]2)cc1,"[13, 14]",Nc1ccc(-c2cc3n(->[Ir]<-n4ccccc4-3)[nH]2)cc1,"['N([C])([C])', 'N([C])([N])']"
30,[C]Nc1ccncc1N1c2ccccc2NC1N,"[0, 8]",NC1Nc2ccccc2N12->[Ir]<-[Be]=CNc1ccncc12,"['Be([C])', 'N([C])([C])([C])']"
30,CC(CN(C)Cc1ccc(F)cc1)=NO,"[3, 13]",CC1=N(O)->[Ir]<-N(C)(Cc2ccc(F)cc2)C1,"['N([C])([C])([C])', 'N([C])([O])']"
30,Cc1cnn(-n2nnc(CO)c2CN)c1C,"[4, 13]",Cc1cnn2(->[Ir]<-NCc3c(CO)nnn3-2)c1C,"['N([C])', 'N([N])([C])([N])']"
30,CC(=O)c1ccc(C2(C)C=CC=CN2)nc1,"[13, 14]",CC(=O)c1ccc2n(->[Ir]<-N3C=CC=CC23C)c1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1cccc(-c2cc(-c3ccccn3)n[nH]2)n1,"[14, 15]",Cc1cccc(-c2cc3n(->[Ir]<-n4ccccc4-3)[nH]2)n1,"['N([C])([C])', 'N([C])([N])']"
30,OCc1cccc(NCc2ccccn2)c1,"[7, 14]",OCc1cccc(N2->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1c(F)ccc2c1ncn2Cc1ccccn1,"[10, 17]",Cc1c(F)ccc2c1ncn21->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])([C])']"
30,SCC(S)N(CC(S)S)c1ccccc1,"[0, 8]",SC1CN(c2ccccc2)C(S)CS->[Ir]<-S1,"['S([C])', 'S([C])']"
30,Cc1cccc(CN2CCOCC2)n1,"[7, 13]",Cc1cccc2n1->[Ir]<-N1(CCOCC1)C2,"['N([C])([C])', 'N([C])([C])([C])']"
30,CC(C)(C)SCCc1ccccn1,"[4, 12]",CC(C)(C)S1->[Ir]<-n2ccccc2CC1,"['N([C])([C])', 'S([C])([C])']"
30,Cc1cc(-c2ccccn2)nn1-c1ccccn1,"[10, 17]",Cc1cc(-c2ccccn2)n2->[Ir]<-n3ccccc3-n12,"['N([C])([C])', 'N([C])([N])']"
30,CC(Nc1ccccc1C#N)c1ccccn1,"[2, 16]",CC1c2ccccn2->[Ir]<-N1c1ccccc1C#N,"['N([C])([C])', 'N([C])([C])']"
30,N=CCC(c1ccccc1)n1cncc1N,"[0, 10]",Nc1cncn12->[Ir]<-N=CCC2c1ccccc1,"['N([C])', 'N([C])([C])([C])']"
30,Cc1ccccc1SCCN(C)C,"[7, 10]",Cc1ccccc1S1->[Ir]<-N(C)(C)CC1,"['N([C])([C])([C])', 'S([C])([C])']"
30,[C]N1CN(C(C)C)C=C1C1(N)CN=CO1,"[0, 10]",CC(C)N1C=C2N(C=[Be]->[Ir]<-NC23CN=CO3)C1,"['Be([C])', 'N([C])']"
30,CCN(Nc1n[nH]cc1N)C(C)C,"[2, 9]",CCN1(C(C)C)->[Ir]<-Nc2c[nH]nc2N1,"['N([C])', 'N([C])([C])([N])']"
30,CC(=Nc1ccccc1C)c1ncc(N)[nH]1,"[2, 11]",CC1=N(c2ccccc2C)->[Ir]<-n2cc(N)[nH]c21,"['N([C])([C])', 'N([C])([C])']"
30,O=C(CO)c1ccnc(-c2cc(CO)ccn2)c1,"[7, 16]",O=C(CO)c1ccn2->[Ir]<-n3ccc(CO)cc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
30,[C]N1C=CNC1(N)N1[C]N(c2ccccc2)C=C1,"[0, 8]",NC12NC=CN1C=[Be]->[Ir]<-[Be]=C1N(c3ccccc3)C=CN12,"['Be([C])', 'Be([C])']"
30,COC(=O)c1ccccc1N=Cc1ccccn1,"[10, 17]",COC(=O)c1ccccc1N1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([C])([C])']"
30,OCCN(CCO)Cc1ccc(Cl)cn1,"[3, 14]",OCCN1(CCO)->[Ir]<-n2cc(Cl)ccc2C1,"['N([C])([C])', 'N([C])([C])([C])']"
30,COc1cc(O)cc(C=NC(N)CN)c1,"[9, 13]",COc1cc(O)cc(C=N2->[Ir]<-NCC2N)c1,"['N([C])', 'N([C])([C])']"
30,CC(Nc1ccc(O)cc1)c1ccccn1,"[2, 15]",CC1c2ccccn2->[Ir]<-N1c1ccc(O)cc1,"['N([C])([C])', 'N([C])([C])']"
30,Clc1cccc(-c2ccnc(-c3ccccn3)c2)c1,"[9, 16]",Clc1cccc(-c2ccn3->[Ir]<-n4ccccc4-c3c2)c1,"['N([C])([C])', 'N([C])([C])']"
30,CC1=CC=C(C)C(=Nc2ccccc2)C1=N,"[7, 15]",Cc1ccc(C)c2c1=N->[Ir]<-N=2c1ccccc1,"['N([C])', 'N([C])([C])']"
30,Brc1ccc(-c2ccccc2)c(-c2ccccn2)n1,"[17, 18]",Brc1ccc(-c2ccccc2)c2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
30,CCNCCN=Cc1cc(O)cc(Cl)c1,"[2, 5]",CCN1->[Ir]<-N(=Cc2cc(O)cc(Cl)c2)CC1,"['N([C])([C])', 'N([C])([C])']"
30,Nc1nccc(-c2c(P)cccc2-n2ccnn2)n1,"[8, 18]",Nc1nccc2n1->[Ir]<-Pc1cccc(-n3ccnn3)c1-2,"['N([C])([C])', 'P([C])']"
30,CC(=O)NCCCN=Cc1ccccn1,"[7, 14]",CC(=O)NCCCN1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([C])([C])']"
30,CCOC(=O)Cn1ccnc1-c1ccccn1,"[9, 16]",CCOC(=O)Cn1ccn2->[Ir]<-n3ccccc3-c12,"['N([C])([C])', 'N([C])([C])']"
30,NCc1cccc(-c2ncccc2CN)n1,"[8, 15]",NCc1cccn2->[Ir]<-n3c(CN)cccc3-c12,"['N([C])([C])', 'N([C])([C])']"
30,CN(C)C1(N2[C]C=CC=C2)C=CC=CN1,"[5, 14]",CN(C)C12C=CC=CN1->[Ir]<-[Be]=C1C=CC=CN12,"['Be([C])', 'N([C])([C])']"
30,CC(=CN)N=C(N(C)C)N(C)C,"[3, 4]",CC1=CN->[Ir]<-N1=C(N(C)C)N(C)C,"['N([C])', 'N([C])([C])']"
30,CC(=O)c1cc(C)n(Cn2ccc(C(=O)O)n2)n1,"[16, 17]",CC(=O)c1cc(C)n2n1->[Ir]<-n1c(C(=O)O)ccn1C2,"['N([C])([N])', 'N([N])([C])']"
30,CN(CC(O)O)CC1CCCN1,"[1, 11]",CN1(CC(O)O)->[Ir]<-N2CCCC2C1,"['N([C])([C])', 'N([C])([C])([C])']"
30,CC(C)=NNC12C=CC=CC1(N)NC=N2,"[3, 11]",CC(C)=N1->[Ir]<-NC23C=CC=CC2(N=CN3)N1,"['N([C])', 'N([C])([N])']"
30,COC(NCc1ccccn1)c1c[nH]cn1,"[10, 15]",COC1NCc2ccccn2->[Ir]<-n2c[nH]cc21,"['N([C])([C])', 'N([C])([C])']"
30,CN=CNn1cc(C)c(-c2ccccc2)n1,"[1, 4]",Cc1cn2(->[Ir]<-N(C)=CN2)nc1-c1ccccc1,"['N([C])([C])', 'N([C])([N])([N])']"
30,Cc1ccc(N2[C]N(C(C)C)C=C2)nc1,"[6, 13]",Cc1ccc2n(->[Ir]<-[Be]=C3N2C=CN3C(C)C)c1,"['Be([C])', 'N([C])([C])']"
30,c1ccc(-c2cnn(Cc3ccncn3)c2)cc1,"[7, 14]",c1ccc(-c2cnn3(->[Ir]<-n4cnccc4C3)c2)cc1,"['N([C])([C])', 'N([N])([C])([C])']"
30,SC(S)CN(CC(S)S)c1ccccc1,"[2, 8]",SC1CN(c2ccccc2)CC(S)S->[Ir]<-S1,"['S([C])', 'S([C])']"
30,[C]NC(O)C1(C2(N)NC=CN2[C])NC=C(N)N1,"[0, 11]",NC1=CNC2(N1)C(O)NC=[Be]->[Ir]<-[Be]=CN1C=CNC12N,"['Be([C])', 'Be([C])']"
30,COc1ccc(N=C2C=C(C)C=CC2=O)cc1,"[6, 14]",COc1ccc(N2->[Ir]<-O=c3ccc(C)cc3=2)cc1,"['N([C])([C])', 'O([C])']"
30,CC(C)NC1(CN)CCNC1,"[3, 6]",CC(C)N1->[Ir]<-NCC12CCNC2,"['N([C])', 'N([C])([C])']"
30,NCc1cc(C(=O)Nc2ccccc2)ccn1,"[0, 16]",O=C(Nc1ccccc1)c1ccn2->[Ir]<-NCc2c1,"['N([C])', 'N([C])([C])']"
30,CCN(CC)CCN=C(C)N,"[2, 7]",CCN1(CC)->[Ir]<-N(=C(C)N)CC1,"['N([C])([C])', 'N([C])([C])([C])']"
30,CSC(S)(CS)c1cccc2ccccc12,"[1, 5]",CS1->[Ir]<-SCC1(S)c1cccc2ccccc12,"['S([C])', 'S([C])([C])']"
30,Cc1ccc(CN=Cc2ccccn2)cc1,"[6, 13]",Cc1ccc(CN2->[Ir]<-n3ccccc3C=2)cc1,"['N([C])([C])', 'N([C])([C])']"
30,N#Cc1nc2c(NCc3ccccn3)cccc2[nH]1,"[6, 13]",N#Cc1nc2c(N3->[Ir]<-n4ccccc4C3)cccc2[nH]1,"['N([C])([C])', 'N([C])([C])']"
30,CSCNn1ccc(C(C)(C)C)n1,"[1, 4]",CS1->[Ir]<-n2(ccc(C(C)(C)C)n2)NC1,"['N([C])([N])([N])', 'S([C])([C])']"
30,Cc1ccc(C=Nc2ccccc2C(=O)O)nc1,"[6, 16]",Cc1ccc2n(->[Ir]<-N(c3ccccc3C(=O)O)=C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,Cc1cccc(-c2nc3ccccc3n2C)n1,"[7, 16]",Cc1cccc2n1->[Ir]<-n1c-2n(C)c2ccccc21,"['N([C])([C])', 'N([C])([C])']"
30,C(Cc1nc2ccccc2s1)=Nc1ccccc1,"[3, 11]",C1=N(c2ccccc2)->[Ir]<-n2c(sc3ccccc32)C1,"['N([C])([C])', 'N([C])([C])']"
30,Clc1ccc(N=Cc2ccc3ccccc3n2)cc1,"[5, 16]",Clc1ccc(N2->[Ir]<-n3c(ccc4ccccc43)C=2)cc1,"['N([C])([C])', 'N([C])([C])']"
30,COC(=O)Cn1cncc1N=Nc1ccccc1,"[5, 11]",COC(=O)Cn12->[Ir]<-N(c3ccccc3)=Nc1cnc2,"['N([C])([C])([C])', 'N([C])([N])']"
30,Fc1ccccc1C=NCC1CCCN1,"[8, 14]",Fc1ccccc1C=N1->[Ir]<-N2CCCC2C1,"['N([C])([C])', 'N([C])([C])']"
30,Brc1ccccc1-c1ccc(-c2ccccn2)nc1,"[16, 17]",Brc1ccccc1-c1ccc2n(->[Ir]<-n3ccccc3-2)c1,"['N([C])([C])', 'N([C])([C])']"
30,COc1ccccc1NCC(N)OC,"[8, 11]",COc1ccccc1N1->[Ir]<-NC(OC)C1,"['N([C])', 'N([C])([C])']"
30,CNC(C)(C)C(C)C(C)N,"[1, 9]",CC1N->[Ir]<-N(C)C(C)(C)C1C,"['N([C])', 'N([C])([C])']"
30,CN(C)C(C)(CN)c1cccnc1,"[1, 6]",CC1(c2cccnc2)CN->[Ir]<-N1(C)C,"['N([C])', 'N([C])([C])([C])']"
30,CC(=NCc1ccc(Br)cc1)c1ccccn1,"[2, 16]",CC1=N(Cc2ccc(Br)cc2)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
30,NCCNC(CCl)Cc1ccccn1,"[0, 3]",ClCC(Cc1ccccn1)N1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
30,O=C(NN=Cc1nc2ccccc2s1)c1ccncc1,"[3, 6]",O=C(NN1->[Ir]<-n2c(sc3ccccc32)C=1)c1ccncc1,"['N([C])([C])', 'N([N])([C])']"
30,NCCN1[C]N(Cc2ccccc2)C=C1,"[1, 4]",[Be]1->[Ir]<-NCCN2C=CN(Cc3ccccc3)C=12,"['Be([C])', 'N([C])']"
30,Cc1cccc(-n2nncc2-c2ccccn2)c1,"[6, 16]",Cc1cccc(-n23->[Ir]<-n4ccccc4-c2cnn3)c1,"['N([C])([C])', 'N([C])([C])([N])']"
30,Cc1ccc(C=Nc2ccccc2C)nc1,"[6, 14]",Cc1ccc2n(->[Ir]<-N(c3ccccc3C)=C2)c1,"['N([C])([C])', 'N([C])([C])']"
30,O=C1C=CC2(C=CC=CC2)C1=Nc1ccccn1,"[0, 11]",C1=CCC2(C=C1)C=CC1=O->[Ir]<-N(c3ccccn3)=C12,"['N([C])([C])', 'O([C])']"
30,Cc1ccc(-n2cc(-c3ccccn3)nn2)cc1,"[13, 14]",Cc1ccc(-n2cc3n(->[Ir]<-n4ccccc4-3)n2)cc1,"['N([C])([C])', 'N([C])([N])']"
30,Nc1cc(-c2ccccc2)n(-c2ccccn2)n1,"[16, 17]",Nc1cc(-c2ccccc2)n2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([N])([C])']"
30,CC(C)C(C)Nc1cnccc1N,"[5, 12]",CC(C)C(C)N1->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
30,c1ccc(C2=NCC(c3ccccn3)N2)cc1,"[13, 14]",c1ccc(C2=NCC3c4ccccn4->[Ir]<-N23)cc1,"['N([C])([C])', 'N([C])([C])']"
30,CC(C)OC(=O)CNc1cnccc1N,"[7, 14]",CC(C)OC(=O)CN1->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
30,C#CC1NCCCC1(N)c1ccccn1,"[8, 14]",C#CC1NCCCC12N->[Ir]<-n1ccccc12,"['N([C])', 'N([C])([C])']"
30,CC(=O)c1ccnc(C2(C)C=CC=CN2)c1,"[6, 14]",CC(=O)c1ccn2->[Ir]<-N3C=CC=CC3(C)c2c1,"['N([C])([C])', 'N([C])([C])']"
30,O=C(c1ccccc1)n1nccc1-c1ccccn1,"[8, 18]",O=C(c1ccccc1)n12->[Ir]<-n3ccccc3-c1ccn2,"['N([C])([C])', 'N([C])([C])([N])']"
30,Cc1cccc(CN=Cc2ccccc2)n1,"[7, 15]",Cc1cccc2n1->[Ir]<-N(=Cc1ccccc1)C2,"['N([C])([C])', 'N([C])([C])']"
30,N=CC1(N)CC=CCC1c1ccccn1,"[0, 3]",C1=CCC2(C=N->[Ir]<-N2)C(c2ccccn2)C1,"['N([C])', 'N([C])']"
30,Brc1ccccc1-c1ncn(Cc2ccccn2)n1,"[10, 17]",Brc1ccccc1-c1ncn2(->[Ir]<-n3ccccc3C2)n1,"['N([C])([C])', 'N([C])([N])([C])']"
30,Brc1ccccc1-c1cccc(-c2ccccn2)n1,"[17, 18]",Brc1ccccc1-c1cccc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
30,O=C(NNCc1ccccn1)c1cccc(Cl)c1,"[3, 10]",O=C(NN1->[Ir]<-n2ccccc2C1)c1cccc(Cl)c1,"['N([C])([C])', 'N([N])([C])']"
