Ligand ID,Atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment
uncond_bi-min10k-1037,22,NCc1ccccc1CN,"[0, 9]",c1ccc2c(c1)CN->[Ir]<-NC2,"['N([C])', 'N([C])']"
uncond_bi-min10k-1038,22,FC(F)(F)c1cnc(-c2ccccn2)cn1,"[6, 13]",FC(F)(F)c1cn2->[Ir]<-n3ccccc3-c2cn1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1039,23,[C]Nc1ccccc1-n1cncc1N,"[0, 8]",Nc1cncn12->[Ir]<-[Be]=CNc1ccccc1-2,"['C_carb([N])', 'N([C])([C])([C])']"
uncond_bi-min10k-1040,23,[C]N1C(Cl)=C(Cl)NC1(N)N1[C]N(C)C(Cl)=C1Cl,"[0, 10]",CN1C2=[Be]->[Ir]<-[Be]=CN3C(Cl)=C(Cl)NC3(N)N2C(Cl)=C1Cl,"['C_carb([N])', 'C_carb([N])([N])']"
uncond_bi-min10k-1041,23,O=C(O)SCCSc1ccccc1,"[3, 6]",O=C(O)S1->[Ir]<-S(c2ccccc2)CC1,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-1042,23,CC(O)NCc1ccccn1,"[3, 10]",CC(O)N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1043,23,Cc1nn(CP)c(C)c1C,"[2, 5]",Cc1c(C)n2n(->[Ir]<-PC2)c1C,"['N([N])([C])', 'P([C])']"
uncond_bi-min10k-1044,23,CN1CN(c2ccccn2)C(=S)C1=S,"[11, 13]",CN1CN(c2ccccn2)C2=S->[Ir]<-S=C21,"['S([C])', 'S([C])']"
uncond_bi-min10k-1045,23,NC1=C(Cl)N(Cc2ccccn2)[C]N1,"[11, 12]",NC1=C(Cl)N2Cc3ccccn3->[Ir]<-[Be]=C2N1,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-1046,23,Cc1cccnc1-c1ccccn1,"[5, 12]",Cc1cccn2->[Ir]<-n3ccccc3-c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1047,23,CN=CNn1ncc(C)c1C,"[1, 4]",Cc1cnn2(->[Ir]<-N(C)=CN2)c1C,"['N([C])([C])', 'N([N])([C])([N])']"
uncond_bi-min10k-1048,23,Cc1cnn(N)c1-c1ncsc1C,"[5, 8]",Cc1cnn2c1-c1c(C)scn1->[Ir]<-N2,"['N([C])([C])', 'N([N])']"
uncond_bi-min10k-1049,23,CN(C)c1ccccc1CI,"[1, 10]",CN1(C)->[Ir]<-ICc2ccccc21,"['I([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-1050,23,CNC(N)CN(C)C,"[0, 5]",CN1(C)->[Ir]<-[H]CNC(N)C1,"['H([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-1051,23,[C]N1CN(C)C=C1N1[C]NC(N)=C1,"[0, 8]",CN1C=C2N(C=[Be]->[Ir]<-[Be]=C3NC(N)=CN32)C1,"['C_carb([N])', 'C_carb([N])([N])']"
uncond_bi-min10k-1052,23,C=CCNCc1ccccn1,"[3, 10]",C=CCN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1053,23,CC(=O)NN=Cc1cccc(O)c1,"[2, 4]",CC1=O->[Ir]<-N(=Cc2cccc(O)c2)N1,"['N([C])([N])', 'O([C])']"
uncond_bi-min10k-1054,23,COC(=O)c1ccnc(C(=O)OC)c1,"[7, 10]",COC(=O)c1ccn2->[Ir]<-O=C(OC)c2c1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1055,23,c1ccc(CNC2CC2)nc1,"[5, 9]",c1ccn2->[Ir]<-N(C3CC3)Cc2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1056,23,Cc1cc(Cl)nc(-c2cc(Cl)ccn2)c1,"[5, 13]",Cc1cc(Cl)n2->[Ir]<-n3ccc(Cl)cc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1057,23,Nc1cnc(N=Nc2cccc(Br)c2)[nH]1,"[3, 6]",Nc1cn2->[Ir]<-N(c3cccc(Br)c3)=Nc2[nH]1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1058,23,N=CC1(N)C=CC=CC=CC1,"[0, 3]",C1=CC=CC2(C=N->[Ir]<-N2)CC=C1,"['N([C])', 'N([C])']"
uncond_bi-min10k-1059,23,CSCCSc1ccccc1,"[1, 4]",CS1->[Ir]<-S(c2ccccc2)CC1,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-1060,23,O=C1C(Cl)=CC=CC1=Nc1ccccc1Cl,"[0, 8]",Clc1ccccc1N1->[Ir]<-O=c2c(Cl)cccc2=1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1061,23,O=C1C=CC(Cl)=CC1=Nc1ccccc1,"[0, 8]",Clc1ccc2c(c1)=N(c1ccccc1)->[Ir]<-O=2,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1062,23,CC(C)C1=CC(=N)C(=N)C=C1,"[6, 8]",CC(C)c1ccc2c(c1)=N->[Ir]<-N=2,"['N([C])', 'N([C])']"
uncond_bi-min10k-1063,23,CC(CN)N=Cc1cscc1Br,"[3, 4]",CC1CN->[Ir]<-N1=Cc1cscc1Br,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1064,23,c1ccc(-c2nnc3[nH]cccc2-3)nc1,"[5, 13]",c1c[nH]c2nn3->[Ir]<-n4ccccc4-c3c-2c1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-1065,23,CCCn1ccnc1N=NC,"[6, 9]",CCCn1ccn2->[Ir]<-N(C)=Nc12,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1066,23,NCC1(N)CNCC1N,"[0, 8]",NC12CNCC1N->[Ir]<-NC2,"['N([C])', 'N([C])']"
uncond_bi-min10k-1067,23,CC(C)Sc1cnccc1N,"[3, 10]",CC(C)S1->[Ir]<-Nc2ccncc21,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-1068,23,CONC(C)c1ccccn1,"[2, 10]",CON1->[Ir]<-n2ccccc2C1C,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-1069,23,N=C(N)NN=Cc1ccc(O)cc1,"[0, 4]",NC1=N->[Ir]<-N(=Cc2ccc(O)cc2)N1,"['N([C])', 'N([C])([N])']"
uncond_bi-min10k-1070,23,CN(C=N)c1nc2ccccc2[nH]1,"[3, 5]",CN1C=N->[Ir]<-n2c1[nH]c1ccccc12,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1071,23,CC(=S)NN=C(N)c1ccccn1,"[2, 12]",CC1=S->[Ir]<-n2ccccc2C(N)=NN1,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-1072,23,O=C(O)c1cccc(-c2ccccn2)n1,"[13, 14]",O=C(O)c1cccc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1073,23,CC(=N)NN=Cc1cscc1C,"[2, 4]",CC1=N->[Ir]<-N(=Cc2cscc2C)N1,"['N([C])', 'N([C])([N])']"
uncond_bi-min10k-1074,23,COP(NC=N)c1ccccc1,"[2, 5]",COP1(c2ccccc2)->[Ir]<-N=CN1,"['N([C])', 'P([O])([C])([N])']"
uncond_bi-min10k-1075,23,CC(=N)Nn1ncc(C)c1C,"[2, 4]",CC1=N->[Ir]<-n2(ncc(C)c2C)N1,"['N([C])', 'N([N])([N])([C])']"
uncond_bi-min10k-1076,23,Fc1cnc(-c2nc3ccccc3[nH]2)nc1,"[6, 14]",Fc1cnc2n(->[Ir]<-n3c-2[nH]c2ccccc23)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1077,23,SC(S)c1[nH]nnc1-c1ccccc1,"[2, 4]",SC1S->[Ir]<-[nH]2nnc(-c3ccccc3)c21,"['N([N])([C])', 'S([C])']"
uncond_bi-min10k-1078,23,N=CCNCc1ccccc1Br,"[0, 3]",Brc1ccccc1CN1->[Ir]<-N=CC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1079,23,N=C1C=NC=C(Cl)C1=Nc1ccccc1Cl,"[0, 8]",Clc1ccccc1N1->[Ir]<-N=c2cncc(Cl)c2=1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1080,23,C=C(C)NCc1ccccn1,"[3, 10]",C=C(C)N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1081,23,CC1=[S+]C(=C([O-])O)C(c2ccccn2)=N1,"[13, 14]",CC1=[S+]C(=C([O-])O)C2=N1->[Ir]<-n1ccccc12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1082,23,NC(=S)NN=Cc1c(O)cccc1O,"[2, 4]",NC1=S->[Ir]<-N(=Cc2c(O)cccc2O)N1,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-1083,23,Cc1ccc(-c2ccc(Cl)cn2)nc1Cl,"[11, 12]",Cc1ccc2n(->[Ir]<-n3cc(Cl)ccc3-2)c1Cl,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1084,23,Cc1cncnc1-c1ncc(N)cn1,"[5, 8]",Cc1cncn2->[Ir]<-n3cc(N)cnc3-c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1085,23,Cc1cc(N)c(NO)cc1C,"[4, 6]",Cc1cc2c(cc1C)N(O)->[Ir]<-N2,"['N([C])', 'N([C])([O])']"
uncond_bi-min10k-1086,23,NCCN=Cc1ccc(F)c(F)c1,"[0, 3]",Fc1ccc(C=N2->[Ir]<-NCC2)cc1F,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1087,23,FC(F)(F)c1ccnc(-c2ccccn2)c1Cl,"[7, 14]",FC(F)(F)c1ccn2->[Ir]<-n3ccccc3-c2c1Cl,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1088,23,CNC(=O)CSC(S)(C=O)CS,"[5, 11]",CNC(=O)CS1->[Ir]<-SCC1(S)C=O,"['S([C])', 'S([C])([C])']"
uncond_bi-min10k-1089,23,COC(Cl)C(O)c1ccccc1,"[1, 5]",CO1->[Ir]<-OC(c2ccccc2)C1Cl,"['O([C])', 'O([C])([C])']"
uncond_bi-min10k-1090,23,CCn1nncc1-c1ccccn1,"[2, 12]",CCn12->[Ir]<-n3ccccc3-c1cnn2,"['N([C])([C])', 'N([C])([C])([N])']"
uncond_bi-min10k-1091,23,Nc1nc(N=Nc2ccccc2)c[nH]1,"[2, 5]",Nc1[nH]cc2n1->[Ir]<-N(c1ccccc1)=N2,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1092,23,O=NCCN=Cc1c(O)cccc1Cl,"[1, 4]",O=N1->[Ir]<-N(=Cc2c(O)cccc2Cl)CC1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-1093,23,CSCCSc1ccc(F)cc1,"[1, 4]",CS1->[Ir]<-S(c2ccc(F)cc2)CC1,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-1094,23,COCc1ccnc(C(O)O)c1,"[6, 9]",COCc1ccn2->[Ir]<-OC(O)c2c1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1095,23,ClC(c1ccccn1)c1ccccn1,"[7, 13]",ClC1c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1096,23,NCC(N)(NCC(=O)O)C(=O)O,"[0, 4]",NC1(C(=O)O)CN->[Ir]<-N1CC(=O)O,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1097,23,NCCSCc1cccnc1,"[0, 3]",c1cncc(CS2->[Ir]<-NCC2)c1,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-1098,23,NCCN=Cc1cccc(Cl)c1,"[0, 3]",Clc1cccc(C=N2->[Ir]<-NCC2)c1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1099,23,CC(=Nc1ccccc1)C(=O)C=N,"[2, 12]",CC1=N(c2ccccc2)->[Ir]<-N=CC1=O,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1100,23,O=C(c1ccccn1)c1cccc(O)n1,"[0, 7]",Oc1cccc(C2=O->[Ir]<-n3ccccc32)n1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1101,23,Cc1c(N)n[nH]c1N1[C]NC=C1N,"[5, 8]",Cc1c(N)n[nH]2->[Ir]<-[Be]=C3NC=C(N)N3c12,"['C_carb([N])([N])', 'N([N])([C])']"
uncond_bi-min10k-1102,23,N#CCCNCc1ccccn1,"[4, 11]",N#CCCN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1103,23,O=C(O)c1ccnc(-c2ccccn2)c1,"[6, 13]",O=C(O)c1ccn2->[Ir]<-n3ccccc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1104,23,NC1=CN(Cc2ccccn2)[C]N1,"[10, 11]",NC1=CN2Cc3ccccn3->[Ir]<-[Be]=C2N1,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-1105,23,CN(C=O)N=Cc1cccc(O)c1Cl,"[3, 4]",CN1C=O->[Ir]<-N1=Cc1cccc(O)c1Cl,"['N([C])([N])', 'O([C])']"
uncond_bi-min10k-1106,23,CN(C)CCn1cccn1,"[1, 9]",CN1(C)->[Ir]<-n2cccn2CC1,"['N([C])([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1107,23,CC(F)(F)Sc1ccccc1SC(F)(F)F,"[4, 11]",CC(F)(F)S1->[Ir]<-S(C(F)(F)F)c2ccccc21,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-1108,23,COCc1cccc(C(O)O)n1,"[1, 11]",CO1->[Ir]<-n2c(cccc2C(O)O)C1,"['N([C])([C])', 'O([C])([C])']"
uncond_bi-min10k-1109,23,CN1C(=O)N(c2ccccc2)C(=S)C1=S,"[12, 14]",Cn1c2c(n(-c3ccccc3)c1=O)=S->[Ir]<-S=2,"['S([C])', 'S([C])']"
uncond_bi-min10k-1110,23,N=C1C=CN=CC1=Nc1ccccc1F,"[0, 7]",Fc1ccccc1N1->[Ir]<-N=c2ccncc2=1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1111,23,NC1=CN[C]N1c1cc(C(F)(F)F)ccn1,"[4, 15]",NC1=CNC2=[Be]->[Ir]<-n3ccc(C(F)(F)F)cc3N21,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-1112,23,Brc1ccnc(N=Nc2ccccc2)c1,"[4, 7]",Brc1ccn2->[Ir]<-N(c3ccccc3)=Nc2c1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1113,23,C#Cc1ccn(Cc2ccccn2)n1,"[5, 12]",C#Cc1ccn2(->[Ir]<-n3ccccc3C2)n1,"['N([C])([C])', 'N([C])([N])([C])']"
uncond_bi-min10k-1114,23,N=Nc1ncc(N)n1-c1cccc(Cl)c1,"[0, 7]",Nc1cnc2n1(-c1cccc(Cl)c1)->[Ir]<-N=N2,"['N([C])([C])([C])', 'N([N])']"
uncond_bi-min10k-1115,23,Cc1ccc(Nn2cccn2)nc1,"[6, 11]",Cc1ccc2n(->[Ir]<-n3(cccn3)N2)c1,"['N([C])([C])', 'N([C])([N])([N])']"
uncond_bi-min10k-1116,23,CCSCc1cnccc1N,"[2, 10]",CCS1->[Ir]<-Nc2ccncc2C1,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-1117,23,N=Nc1ncc(N)n1-c1ccccc1,"[0, 7]",Nc1cnc2n1(-c1ccccc1)->[Ir]<-N=N2,"['N([C])([C])([C])', 'N([N])']"
uncond_bi-min10k-1118,23,CC(=O)NNCc1ccccn1,"[4, 11]",CC(=O)NN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-1119,23,OCCN1C(=S)C(=S)c2ccccc21,"[5, 7]",OCCn1c2c(c3ccccc31)=S->[Ir]<-S=2,"['S([C])', 'S([C])']"
uncond_bi-min10k-1120,23,C(=Nc1ccccn1)c1ccccn1,"[1, 13]",C1=N(c2ccccn2)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1121,23,N=CC1CCCCCN1,"[0, 1]",[H]1->[Ir]<-N=CC12CCCCCN2,"['H([C])', 'N([C])']"
uncond_bi-min10k-1122,23,CC(C)(N)C(C)(N)N,"[3, 6]",CC1(C)N->[Ir]<-NC1(C)N,"['N([C])', 'N([C])']"
uncond_bi-min10k-1123,23,CC(O)N=C=C1C=CCCC1=O,"[3, 11]",CC(O)N1->[Ir]<-O=C2CCC=CC2=C=1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1124,23,CN1[C]N(c2ncccc2N)C=C1,"[2, 10]",CN1C=CN2C1=[Be]->[Ir]<-Nc1cccnc12,"['C_carb([N])([N])', 'N([C])']"
uncond_bi-min10k-1125,23,Cc1nnc(-c2cnccn2)nc1C,"[3, 10]",Cc1nc2n(->[Ir]<-n3ccncc3-2)nc1C,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1126,23,Cc1ccc(-n2cnccc2=S)nc1,"[11, 12]",Cc1ccc2n(->[Ir]<-S=C3C=CN=CN32)c1,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-1127,23,Cc1ccnc(C(C)NO)c1,"[4, 8]",Cc1ccn2->[Ir]<-N(O)C(C)c2c1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-1128,23,O=C(O)CN=CC1CCCN1,"[4, 10]",O=C(O)CN1->[Ir]<-N2CCCC2C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1129,23,Fc1cccc(N=Nc2ccccc2)n1,"[7, 14]",Fc1cccc2n1->[Ir]<-N(c1ccccc1)=N2,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1130,23,N=C(c1ccccc1)c1ccnn1O,"[0, 12]",On12->[Ir]<-N=C(c3ccccc3)c1ccn2,"['N([C])', 'N([O])([C])([N])']"
uncond_bi-min10k-1131,23,CON=Cc1nc(C)cnc1C,"[2, 5]",CON1->[Ir]<-n2c(C)cnc(C)c2C=1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-1132,23,O=C(NCCO)c1ccccc1,"[2, 5]",O=C(c1ccccc1)N1->[Ir]<-OCC1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1133,23,CSc1cccc(C)c1SC,"[1, 9]",Cc1cccc2c1S(C)->[Ir]<-S2C,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-1134,23,Cc1ccc(N2[C]NC=C2N)nc1,"[6, 11]",Cc1ccc2n(->[Ir]<-[Be]=C3NC=C(N)N32)c1,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-1135,23,[C]N(c1ccccc1)c1ccccn1,"[0, 12]",[Be]1->[Ir]<-n2ccccc2N(c2ccccc2)C=1,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-1136,23,Clc1cccc(N=Nc2ccccn2)c1,"[6, 13]",Clc1cccc(N2->[Ir]<-n3ccccc3N=2)c1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1137,23,CC(=N)N1CN(C)C(Cl)=CC1=N,"[2, 11]",CC1=N->[Ir]<-N=C2C=C(Cl)N(C)CN12,"['N([C])', 'N([C])']"
uncond_bi-min10k-1138,23,C=C(C)N=C=C1C=CCCC1=O,"[3, 11]",C=C(C)N1->[Ir]<-O=C2CCC=CC2=C=1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-1139,23,S=CSSC(=S)N1CCCCC1,"[0, 5]",C1=S->[Ir]<-S=C(N2CCCCC2)SS1,"['S([C])', 'S([C])']"
uncond_bi-min10k-1140,23,COC(=O)CN=Cc1ccccn1,"[5, 12]",COC(=O)CN1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1141,23,CCN(N)C=[SH]C(C)S,"[3, 5]",CCN1C=[SH](C(C)S)->[Ir]<-N1,"['N([N])', 'S([C])([C])']"
uncond_bi-min10k-1142,23,Cc1cccnc1-c1cc(Cl)ccn1,"[5, 13]",Cc1cccn2->[Ir]<-n3ccc(Cl)cc3-c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1143,23,CCOC(=O)C(C=O)OCC,"[4, 7]",CCOC1=O->[Ir]<-O=CC1OCC,"['O([C])', 'O([C])']"
uncond_bi-min10k-1144,23,c1c[nH]c(CSCc2c[nH]cn2)n1,"[11, 12]",c1cn2->[Ir]<-n3c[nH]cc3CSCc2[nH]1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1145,23,Cc1cccc(Nn2cccn2)n1,"[7, 12]",Cc1cccc2n1->[Ir]<-n1(cccn1)N2,"['N([C])([C])', 'N([C])([N])([N])']"
uncond_bi-min10k-1146,23,CC(=N)C(=O)C=Nc1ccc(Cl)cc1,"[2, 6]",CC1=N->[Ir]<-N(c2ccc(Cl)cc2)=CC1=O,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1147,23,CSc1ccccc1SCC(F)(F)F,"[1, 8]",CS1->[Ir]<-S(CC(F)(F)F)c2ccccc21,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-1148,23,NC(O)=CNCc1ccccn1,"[0, 11]",OC1=CNCc2ccccn2->[Ir]<-N1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1149,23,Clc1cc(Cl)cc(N=Nc2ccccn2)c1,"[7, 14]",Clc1cc(Cl)cc(N2->[Ir]<-n3ccccc3N=2)c1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-1150,23,CC=NNC(=O)c1ccccc1O,"[2, 5]",CC=N1->[Ir]<-O=C(c2ccccc2O)N1,"['N([C])([N])', 'O([C])']"
uncond_bi-min10k-1151,23,NC(C=O)Nc1cccc([N+](=O)[O-])c1,"[0, 3]",O=[N+]([O-])c1cccc(NC2C=O->[Ir]<-N2)c1,"['N([C])', 'O([C])']"
uncond_bi-min10k-1152,23,FC1(Br)NCC2CNCC1C2,"[3, 7]",FC1(Br)C2CC3CN(->[Ir]<-N1C3)C2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1153,23,CN=CC(C)(C)C=NC,"[1, 7]",CN1->[Ir]<-N(C)=CC(C)(C)C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1154,23,Cc1ncnn1-c1ccccc1N,"[5, 12]",Cc1ncnn12->[Ir]<-Nc1ccccc1-2,"['N([C])', 'N([N])([C])([C])']"
uncond_bi-min10k-1155,23,CONCc1ccc(C)cn1,"[2, 10]",CON1->[Ir]<-n2cc(C)ccc2C1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-1156,23,CN(C=O)N=Cc1cc(O)cc(Cl)c1,"[3, 4]",CN1C=O->[Ir]<-N1=Cc1cc(O)cc(Cl)c1,"['N([C])([N])', 'O([C])']"
uncond_bi-min10k-1157,23,Cc1ccc(-c2ccc(Cl)cn2)nc1,"[11, 12]",Cc1ccc2n(->[Ir]<-n3cc(Cl)ccc3-2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1158,23,Nc1cnc(N[C]c2cccnc2)[nH]1,"[3, 6]",Nc1cn2->[Ir]<-[Be]=C(c3cccnc3)Nc2[nH]1,"['C_carb([C])([N])', 'N([C])([C])']"
uncond_bi-min10k-1159,23,[C]N1C(Cl)=C(N)NC1(Cl)N1[C]N(C)C(Cl)=C1,"[0, 10]",CN1C2=[Be]->[Ir]<-[Be]=CN3C(Cl)=C(N)NC3(Cl)N2C=C1Cl,"['C_carb([N])', 'C_carb([N])([N])']"
uncond_bi-min10k-1160,23,N=C(N)c1cc2cc(Cl)c(F)cc2oc1=N,"[0, 15]",NC1=N->[Ir]<-N=C2Oc3cc(F)c(Cl)cc3C=C12,"['N([C])', 'N([C])']"
uncond_bi-min10k-1161,23,CN(C)c1ccccc1NO,"[1, 9]",CN1(C)->[Ir]<-N(O)c2ccccc21,"['N([C])([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-1162,23,Cc1cnc(-c2nc3ccccc3s2)s1,"[3, 6]",Cc1cn2->[Ir]<-n3c(sc4ccccc43)-c2s1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1163,23,CN(C)CCc1ccn[nH]1,"[1, 9]",CN1(C)->[Ir]<-[nH]2nccc2CC1,"['N([C])([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-1164,23,S=c1ccccn1Nc1cccnc1,"[0, 7]",C1=CC2=S->[Ir]<-N(c3cccnc3)N2C=C1,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-1165,23,CC(=NCCCl)c1ccccn1,"[2, 11]",CC1=N(CCCl)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1166,23,CCOc1ccccc1C(=O)P,"[2, 11]",CCO1->[Ir]<-PC(=O)c2ccccc21,"['O([C])([C])', 'P([C])']"
uncond_bi-min10k-1167,23,FC(F)c1ccc(-c2ccccn2)nc1,"[12, 13]",FC(F)c1ccc2n(->[Ir]<-n3ccccc3-2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1168,23,CCNCc1cc(C)n[nH]1,"[2, 9]",CCN1->[Ir]<-[nH]2nc(C)cc2C1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-1169,23,O=C(O)CN=Cc1cccc(C(=O)O)n1,"[4, 14]",O=C(O)CN1->[Ir]<-n2c(cccc2C(=O)O)C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1170,23,FC1(Cl)C2CNCC1CNC2,"[5, 9]",FC1(Cl)C2CN3->[Ir]<-N(C2)CC1C3,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1171,23,ClC(Cl)(c1ccccn1)c1ccccn1,"[8, 14]",ClC1(Cl)c2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1172,23,c1ccc(N=Pc2ccccn2)cc1,"[4, 11]",c1ccc(N2->[Ir]<-n3ccccc3P=2)cc1,"['N([C])([C])', 'N([C])([P])']"
uncond_bi-min10k-1173,23,NC1CNCC(N)NC1,"[3, 7]",NC1CN2->[Ir]<-N(C1)C(N)C2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-1174,23,CCSCCN(C)C,"[2, 5]",CCS1->[Ir]<-N(C)(C)CC1,"['N([C])([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-1175,23,CCn1nncc1Nn1cccn1,"[2, 8]",CCn12->[Ir]<-n3(cccn3)Nc1cnn2,"['N([C])([C])([N])', 'N([C])([N])([N])']"
uncond_bi-min10k-1176,23,NC1(c2ccccn2)NC=NC1=C(F)F,"[0, 7]",FC(F)=C1N=CNC12N->[Ir]<-n1ccccc12,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-1177,23,Nc1cncn1Cc1ccccn1,"[5, 12]",Nc1cncn12->[Ir]<-n1ccccc1C2,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-1178,23,Cc1cc(Cl)nc(-c2ccccn2)c1,"[5, 12]",Cc1cc(Cl)n2->[Ir]<-n3ccccc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
